,date,cpi,bonds_10y_rate_percent,sp500_index,sp500_dividend,vbmfx_price,vbmfx_dividend
1559,2000-12-01,174.0,5.24,1330.93,16.27,9.96,0.6474000000000001
1560,2001-01-01,175.1,5.16,1335.63,16.17,10.08,0.6501600000000001
1561,2001-02-01,175.8,5.1,1305.75,16.07,10.12,0.649704
1562,2001-03-01,176.2,4.89,1185.85,15.97,10.12,0.6507159999999999
1563,2001-04-01,176.9,5.14,1189.84,15.88,10.02,0.6502979999999999
1564,2001-05-01,177.7,5.39,1270.37,15.78,10.04,0.6495879999999999
1565,2001-06-01,178.0,5.28,1238.71,15.69,10.04,0.6485839999999999
1566,2001-07-01,177.5,5.24,1204.45,15.71,10.21,0.648335
1567,2001-08-01,177.5,4.97,1178.5,15.72,10.27,0.64701
1568,2001-09-01,178.3,4.73,1044.64,15.74,10.31,0.644375
1569,2001-10-01,177.7,4.57,1076.59,15.74,10.45,0.6416299999999999
1570,2001-11-01,177.4,4.65,1129.68,15.74,10.26,0.637146
1571,2001-12-01,176.7,5.09,1144.93,15.74,10.15,0.632345
1572,2002-01-01,177.1,5.04,1140.21,15.74,10.17,0.626472
1573,2002-02-01,177.8,4.91,1100.67,15.73,10.21,0.621789
1574,2002-03-01,178.8,5.28,1153.79,15.73,10.0,0.617
1575,2002-04-01,179.8,5.21,1111.93,15.83,10.12,0.6132719999999999
1576,2002-05-01,179.8,5.16,1079.25,15.94,10.15,0.61103
1577,2002-06-01,179.9,4.93,1014.02,16.04,10.13,0.6078
1578,2002-07-01,180.1,4.65,903.59,15.96,10.13,0.602735
1579,2002-08-01,180.7,4.26,912.55,15.88,10.25,0.597575
1580,2002-09-01,181.0,3.87,867.81,15.8,10.36,0.5925919999999999
1581,2002-10-01,181.3,3.94,854.63,15.89,10.25,0.587325
1582,2002-11-01,181.3,4.05,909.93,15.98,10.21,0.579928
1583,2002-12-01,180.9,4.03,899.18,16.07,10.38,0.5709000000000001
1584,2003-01-01,181.7,4.05,895.84,16.12,10.34,0.5655979999999999
1585,2003-02-01,183.1,3.9,837.03,16.17,10.44,0.561672
1586,2003-03-01,184.2,3.81,846.63,16.22,10.38,0.558444
1587,2003-04-01,183.8,3.96,890.03,16.2,10.43,0.549661
1588,2003-05-01,183.5,3.57,935.96,16.19,10.58,0.538522
1589,2003-06-01,183.7,3.33,988.0,16.17,10.52,0.534416
1590,2003-07-01,183.9,3.98,992.54,16.31,10.13,0.524734
1591,2003-08-01,184.6,4.45,989.53,16.45,10.17,0.49833000000000005
1592,2003-09-01,185.2,4.27,1019.44,16.59,10.41,0.48718799999999995
1593,2003-10-01,185.0,4.29,1038.73,16.86,10.27,0.48063599999999995
1594,2003-11-01,184.5,4.3,1049.9,17.12,10.26,0.47606399999999993
1595,2003-12-01,184.3,4.27,1080.64,17.39,10.31,0.4752910000000001
1596,2004-01-01,185.2,4.15,1132.52,17.6,10.36,0.4682719999999999
1597,2004-02-01,186.2,4.08,1143.36,17.81,10.43,0.46309200000000006
1598,2004-03-01,187.4,3.83,1123.98,18.02,10.46,0.453964
1599,2004-04-01,188.0,4.35,1133.36,18.21,10.15,0.45066
1600,2004-05-01,189.1,4.72,1102.78,18.41,10.07,0.44710800000000006
1601,2004-06-01,189.7,4.73,1132.76,18.6,10.09,0.43790599999999996
1602,2004-07-01,189.4,4.5,1105.85,18.79,10.15,0.43645
1603,2004-08-01,189.5,4.28,1088.94,18.97,10.31,0.45157800000000003
1604,2004-09-01,189.9,4.13,1117.66,19.16,10.29,0.45276000000000005
1605,2004-10-01,190.9,4.1,1117.21,19.25,10.34,0.44978999999999997
1606,2004-11-01,191.0,4.19,1168.94,19.35,10.22,0.448658
1607,2004-12-01,190.3,4.23,1199.21,19.44,10.27,0.44571799999999995
1608,2005-01-01,190.7,4.22,1181.41,19.7,10.3,0.44393
1609,2005-02-01,191.8,4.17,1199.63,19.97,10.2,0.44267999999999996
1610,2005-03-01,193.3,4.5,1194.9,20.23,10.11,0.442818
1611,2005-04-01,194.6,4.34,1164.43,20.46,10.21,0.443114
1612,2005-05-01,194.4,4.14,1178.28,20.7,10.28,0.444096
1613,2005-06-01,194.5,4.0,1202.25,20.93,10.3,0.44393
1614,2005-07-01,195.4,4.18,1222.24,21.11,10.16,0.44500799999999996
1615,2005-08-01,196.4,4.26,1224.27,21.29,10.26,0.44528399999999996
1616,2005-09-01,198.8,4.2,1225.92,21.47,10.11,0.445851
1617,2005-10-01,199.2,4.46,1191.96,21.72,9.99,0.446553
1618,2005-11-01,197.6,4.54,1237.37,21.97,10.0,0.44800000000000006
1619,2005-12-01,196.8,4.47,1262.07,22.22,10.06,0.449682
1620,2006-01-01,198.3,4.42,1278.73,22.41,10.01,0.451451
1621,2006-02-01,198.7,4.57,1276.65,22.59,10.01,0.453453
1622,2006-03-01,199.8,4.72,1293.74,22.78,9.87,0.45599399999999995
1623,2006-04-01,201.5,4.99,1302.17,23.0,9.81,0.458127
1624,2006-05-01,202.5,5.11,1290.01,23.22,9.76,0.461648
1625,2006-06-01,202.9,5.11,1253.17,23.44,9.73,0.46509400000000006
1626,2006-07-01,203.5,5.09,1260.24,23.66,9.82,0.468414
1627,2006-08-01,203.9,4.88,1287.15,23.88,9.94,0.471156
1628,2006-09-01,202.9,4.72,1317.74,24.1,9.98,0.475048
1629,2006-10-01,201.8,4.73,1363.38,24.36,10.01,0.478478
1630,2006-11-01,201.5,4.6,1388.64,24.62,10.08,0.48182400000000003
1631,2006-12-01,201.8,4.56,1416.42,24.88,9.99,0.484515
1632,2007-01-01,202.42,4.76,1424.16,25.08,9.94,0.48706000000000005
1633,2007-02-01,203.5,4.72,1444.8,25.29,10.05,0.48943500000000006
1634,2007-03-01,205.35,4.56,1406.95,25.49,10.01,0.49149099999999996
1635,2007-04-01,206.69,4.69,1463.64,25.72,10.02,0.4929839999999999
1636,2007-05-01,207.95,4.75,1511.14,25.94,9.9,0.495
1637,2007-06-01,208.35,5.1,1514.19,26.17,9.82,0.49591
1638,2007-07-01,208.3,5.0,1520.71,26.44,9.86,0.49792999999999993
1639,2007-08-01,207.92,4.67,1454.62,26.71,9.95,0.4984949999999999
1640,2007-09-01,208.49,4.52,1497.12,26.98,9.98,0.499998
1641,2007-10-01,208.94,4.53,1539.66,27.23,10.03,0.500497
1642,2007-11-01,210.18,4.15,1463.39,27.48,10.18,0.500856
1643,2007-12-01,210.04,4.1,1479.22,27.73,10.16,0.500888
1644,2008-01-01,211.08,3.74,1378.76,27.92,10.29,0.501123
1645,2008-02-01,211.69,3.74,1354.87,28.11,10.27,0.501176
1646,2008-03-01,213.53,3.51,1316.94,28.3,10.26,0.4986360000000001
1647,2008-04-01,214.82,3.68,1370.47,28.44,10.19,0.49727199999999994
1648,2008-05-01,216.63,3.88,1403.22,28.57,10.07,0.494437
1649,2008-06-01,218.81,4.1,1341.25,28.71,10.03,0.49247299999999994
1650,2008-07-01,219.96,4.01,1257.33,28.76,9.99,0.4905090000000001
1651,2008-08-01,219.09,3.89,1281.47,28.8,10.02,0.48797399999999996
1652,2008-09-01,218.78,3.69,1216.95,28.85,9.87,0.4856039999999999
1653,2008-10-01,216.57,3.81,968.8,28.7,9.58,0.482832
1654,2008-11-01,212.43,3.53,883.04,28.54,9.89,0.47966499999999995
1655,2008-12-01,210.23,2.42,877.56,28.39,10.18,0.47642399999999996
1656,2009-01-01,211.14,2.52,865.58,28.01,10.07,0.474297
1657,2009-02-01,212.19,2.87,805.23,27.64,9.99,0.471528
1658,2009-03-01,212.71,2.82,757.13,27.26,10.1,0.46965
1659,2009-04-01,213.24,2.93,848.15,26.7,10.1,0.46662
1660,2009-05-01,213.86,3.29,902.41,26.15,10.15,0.461825
1661,2009-06-01,215.69,3.72,926.12,25.59,10.17,0.45765
1662,2009-07-01,215.35,3.56,935.82,25.03,10.28,0.45232
1663,2009-08-01,215.83,3.59,1009.73,24.46,10.35,0.44712
1664,2009-09-01,215.97,3.4,1044.55,23.9,10.44,0.44056799999999996
1665,2009-10-01,216.18,3.39,1067.66,23.4,10.45,0.433675
1666,2009-11-01,216.33,3.4,1088.07,22.91,10.56,0.42662400000000006
1667,2009-12-01,215.95,3.59,1110.38,22.41,10.35,0.42124500000000004
1668,2010-01-01,216.69,3.73,1123.58,22.24,10.48,0.415008
1669,2010-02-01,216.74,3.69,1089.16,22.07,10.47,0.40832999999999997
1670,2010-03-01,217.63,3.73,1152.05,21.9,10.43,0.40155499999999994
1671,2010-04-01,218.01,3.85,1197.32,21.95,10.51,0.396227
1672,2010-05-01,218.18,3.42,1125.06,21.99,10.57,0.392147
1673,2010-06-01,217.97,3.2,1083.36,22.04,10.71,0.38770200000000005
1674,2010-07-01,218.01,3.01,1079.8,22.14,10.78,0.38269
1675,2010-08-01,218.31,2.7,1087.28,22.25,10.91,0.378577
1676,2010-09-01,218.44,2.65,1122.08,22.35,10.88,0.374272
1677,2010-10-01,218.71,2.54,1171.58,22.48,10.89,0.37026000000000003
1678,2010-11-01,218.8,2.76,1198.89,22.6,10.8,0.36612
1679,2010-12-01,219.18,3.29,1241.53,22.73,10.6,0.36251999999999995
1680,2011-01-01,220.22,3.39,1282.62,22.96,10.58,0.358662
1681,2011-02-01,221.31,3.58,1321.12,23.2,10.57,0.355152
1682,2011-03-01,223.47,3.41,1304.49,23.43,10.54,0.35308999999999996
1683,2011-04-01,224.91,3.46,1331.51,23.73,10.65,0.35145
1684,2011-05-01,225.96,3.17,1338.31,24.04,10.76,0.348624
1685,2011-06-01,225.72,3.0,1287.29,24.34,10.69,0.34635600000000005
1686,2011-07-01,225.92,3.0,1325.19,24.62,10.83,0.344394
1687,2011-08-01,226.54,2.3,1185.31,24.9,10.96,0.343048
1688,2011-09-01,226.89,1.98,1173.88,25.18,11.03,0.34192999999999996
1689,2011-10-01,226.42,2.15,1207.22,25.6,11.02,0.340518
1690,2011-11-01,226.23,2.01,1226.42,26.01,10.96,0.33866399999999997
1691,2011-12-01,225.67,1.98,1243.32,26.43,11.0,0.3366
1692,2012-01-01,226.66,1.97,1300.58,26.74,11.07,0.33431400000000006
1693,2012-02-01,227.66,1.97,1352.49,27.04,11.04,0.33230399999999993
1694,2012-03-01,229.39,2.17,1389.24,27.35,10.94,0.3282
1695,2012-04-01,230.09,2.05,1386.43,27.67,11.04,0.323472
1696,2012-05-01,229.81,1.8,1341.27,28.0,11.12,0.319144
1697,2012-06-01,229.48,1.62,1323.48,28.32,11.1,0.31523999999999996
1698,2012-07-01,229.1,1.53,1359.78,28.74,11.23,0.31107100000000004
1699,2012-08-01,230.38,1.68,1403.45,29.17,11.21,0.306033
1700,2012-09-01,231.41,1.72,1443.42,29.59,11.2,0.30016
1701,2012-10-01,231.32,1.75,1437.82,30.14,11.19,0.295416
1702,2012-11-01,230.22,1.65,1394.51,30.7,11.19,0.28982099999999994
1703,2012-12-01,229.6,1.72,1422.29,31.25,11.09,0.28501299999999996
1704,2013-01-01,230.28,1.91,1480.4,31.54,10.99,0.279146
1705,2013-02-01,232.17,1.98,1512.31,31.82,11.03,0.27464700000000003
1706,2013-03-01,232.77,1.96,1550.83,32.11,11.0,0.2695
1707,2013-04-01,232.53,1.76,1570.7,32.5,11.08,0.26592
1708,2013-05-01,232.94,1.93,1639.84,32.88,10.87,0.261967
1709,2013-06-01,233.5,2.3,1618.77,33.27,10.67,0.258214
1710,2013-07-01,233.6,2.58,1668.68,33.65,10.67,0.255013
1711,2013-08-01,233.88,2.74,1670.09,34.02,10.58,0.25286200000000003
1712,2013-09-01,234.15,2.81,1687.17,34.4,10.66,0.25264200000000003
1713,2013-10-01,233.55,2.62,1720.03,34.6,10.72,0.252992
1714,2013-11-01,233.07,2.72,1783.54,34.79,10.66,0.253708
1715,2013-12-01,233.05,2.9,1807.78,34.99,10.56,0.255552
1716,2014-01-01,233.92,2.86,1822.36,35.4,10.7,0.25787
1717,2014-02-01,234.78,2.71,1817.04,35.82,10.73,0.259666
1718,2014-03-01,236.29,2.72,1863.52,36.23,10.69,0.26083599999999996
1719,2014-04-01,237.07,2.71,1864.26,36.61,10.75,0.263375
1720,2014-05-01,237.9,2.56,1889.77,37.0,10.84,0.26558
1721,2014-06-01,238.34,2.6,1947.09,37.38,10.83,0.26750100000000004
1722,2014-07-01,238.25,2.54,1973.1,37.75,10.78,0.268422
1723,2014-08-01,237.85,2.42,1961.53,38.12,10.88,0.26873600000000003
1724,2014-09-01,238.03,2.53,1993.23,38.49,10.78,0.268422
1725,2014-10-01,237.43,2.3,1937.27,38.81,10.86,0.26607
1726,2014-11-01,236.15,2.33,2044.57,39.12,10.91,0.26511300000000004
1727,2014-12-01,234.81,2.21,2054.27,39.44,10.87,0.263054
1728,2015-01-01,233.71,1.88,2028.18,39.9,11.1,0.26195999999999997
1729,2015-02-01,234.72,1.98,2082.2,40.35,10.96,0.260848
1730,2015-03-01,236.12,2.04,2079.99,40.81,10.98,0.259128
1731,2015-04-01,236.6,1.94,2094.86,41.12,10.92,0.25662
1732,2015-05-01,237.81,2.2,2111.94,41.43,10.85,0.254975
1733,2015-06-01,238.64,2.36,2099.29,41.74,10.72,0.252992
1734,2015-07-01,238.65,2.32,2094.14,42.0,10.78,0.25333
1735,2015-08-01,238.32,2.17,2039.87,42.25,10.72,0.252992
1736,2015-09-01,237.94,2.17,1944.41,42.51,10.78,0.252252
1737,2015-10-01,237.84,2.07,2024.81,42.8,10.76,0.25286000000000003
1738,2015-11-01,237.34,2.26,2080.62,43.1,10.71,0.252756
1739,2015-12-01,236.53,2.24,2054.08,43.39,10.64,0.253232
1740,2016-01-01,236.92,2.09,1918.6,43.55,10.77,0.25417199999999995
1741,2016-02-01,237.11,1.78,1904.42,43.72,10.82,0.255352
1742,2016-03-01,238.13,1.89,2021.95,43.88,10.9,0.25615000000000004
1743,2016-04-01,239.26,1.81,2075.54,44.07,10.92,0.25771199999999994
1744,2016-05-01,240.23,1.81,2065.55,44.27,10.9,0.25833
1745,2016-06-01,241.02,1.64,2083.89,44.46,11.09,0.258397
1746,2016-07-01,240.63,1.5,2148.9,44.65,11.14,0.258448
1747,2016-08-01,240.85,1.56,2170.95,44.84,11.1,0.25751999999999997
1748,2016-09-01,241.43,1.63,2157.69,45.03,11.07,0.256824
1749,2016-10-01,241.73,1.76,2143.02,45.25,10.96,0.256464
1750,2016-11-01,241.35,2.14,2164.99,45.48,10.65,0.2556
1751,2016-12-01,241.43,2.49,2246.63,45.7,10.65,0.254535
1752,2017-01-01,242.84,2.43,2275.12,45.93,10.66,0.253708
1753,2017-02-01,243.6,2.42,2329.91,46.15,10.71,0.252756
1754,2017-03-01,243.8,2.48,2366.82,46.38,10.68,0.253116
1755,2017-04-01,244.52,2.3,2359.31,46.66,10.74,0.25346399999999997
1756,2017-05-01,244.73,2.3,2395.35,46.94,10.79,0.253565
1757,2017-06-01,244.96,2.19,2433.99,47.22,10.77,0.25417199999999995
1758,2017-07-01,244.79,2.32,2454.1,47.54,10.79,0.254644
1759,2017-08-01,245.52,2.21,2456.22,47.85,10.86,0.25521
1760,2017-09-01,246.82,2.2,2492.84,48.17,10.78,0.25656399999999996
1761,2017-10-01,246.66,2.36,2557.0,48.42,10.77,0.25848
1762,2017-11-01,246.67,2.35,2593.61,48.68,10.73,0.259666
1763,2017-12-01,246.52,2.4,2664.34,48.93,10.75,0.26122500000000004
1764,2018-01-01,247.867,2.5765,2753.77,50.669368,10.61,0.262067
1765,2018-02-01,248.991,2.8055,2765.14,48.942978,10.48,0.262
1766,2018-03-01,249.554,2.786,2678.045,49.276028,10.52,0.26299999999999996
1767,2018-04-01,250.546,2.8495,2640.75,48.853875,10.41,0.26441400000000004
1768,2018-05-01,251.588,2.894,2674.115,50.808185,10.45,0.26543
1769,2018-06-01,251.989,2.8745,2718.535,51.108458,10.43,0.267008
1770,2018-07-01,252.006,2.8965,2760.62,51.07147,10.41,0.268578
1771,2018-08-01,252.146,2.9225,2861.345,52.648748,10.44,0.27039599999999997
1772,2018-09-01,252.439,2.9625,2905.47,52.879554,10.36,0.272468
1773,2018-10-01,252.885,3.1225,2819.015,50.74227,10.26,0.274968
1774,2018-11-01,252.038,3.0885,2738.875,52.038625,10.29,0.27680099999999996
1775,2018-12-01,251.233,2.8635,2648.675,51.91403,10.45,0.28006
1776,2019-01-01,251.712,2.6435,2590.53,54.142077,10.53,0.282204
1777,2019-02-01,252.776,2.671,2743.405,57.062824,10.5,0.28454999999999997
1778,2019-03-01,254.202,2.5755,2816.31,55.762938,10.68,0.287292
1779,2019-04-01,255.548,2.4755,2897.23,56.785708,10.66,0.288886
1780,2019-05-01,256.092,2.323,2852.195,54.191705,10.83,0.291327
1781,2019-06-01,256.143,2.056,2846.645,55.5095775,10.93,0.292924
1782,2019-07-01,256.571,2.0235,2975.895,57.732363,10.93,0.294017
1783,2019-08-01,256.558,1.767,2953.39,55.523732,11.21,0.294823
1784,2019-09-01,256.759,1.579,2942.875,57.68035,11.12,0.29467999999999994
1785,2019-10-01,257.346,1.709,3010.625,57.804,11.12,0.293568
1786,2019-11-01,257.208,1.7265,3095.85,59.749905,11.09,0.292776
1787,2019-12-01,256.974,1.876,3187.315,59.284059,11.05,0.290615
1788,2020-01-01,257.971,1.7115,3235.095,59.2022385,11.26,0.289382
1789,2020-02-01,258.678,1.341,3094.94,55.399426,11.43,0.288036
1790,2020-03-01,258.115,0.8825,2779.435,50.02983,11.34,0.28576799999999997
1791,2020-04-01,256.389,0.616,2705.255,60.8682375,11.51,0.283146
1792,2020-05-01,256.394,0.6305,2956.7,63.86472,11.55,0.27951
1793,2020-06-01,257.797,0.66,3069.535,62.618514,11.61,0.275157
1794,2020-07-01,259.101,0.6085,3188.52,61.219584,11.77,0.27071
1795,2020-08-01,259.918,0.626,3394.285,62.7942725,11.63,0.26632700000000004
1796,2020-09-01,260.28,0.6985,3435.22,59.772828,11.62,0.26261199999999996
1797,2020-10-01,260.388,0.7805,3327.915,58.2385125,11.53,0.258272
1798,2020-11-01,260.229,0.849,3458.915,59.493338,11.64,0.25258800000000003
1799,2020-12-01,260.474,0.887,3700.97,61.066005,11.62,0.24750599999999998
1800,2021-01-01,261.582,1.014,3739.425,59.082915,11.51,0.24170999999999998
1801,2021-02-01,263.014,1.2695,3771.16,57.698748,11.32,0.235456
1802,2021-03-01,264.877,1.5985,3907.7,58.22473,11.14,0.22948400000000002
1803,2021-04-01,267.054,1.668,4086.975,60.0785325,11.23,0.223477
1804,2021-05-01,269.195,1.616,4198.045,58.3528255,11.24,0.21917999999999999
1805,2021-06-01,271.696,1.534,4257.01,59.172439,11.31,0.21489
1806,2021-07-01,273.003,1.355,4347.995,59.5675315,11.43,0.21145500000000003
1807,2021-08-01,273.567,1.2675,4464.77,59.827918,11.39,0.208437
1808,2021-09-01,274.31,1.42,4418.17,58.319844,11.27,0.20624099999999998
1809,2021-10-01,276.589,1.5265,4461.27,59.334891,11.25,0.203625
1810,2021-11-01,277.948,1.515,4588.81,61.490054,11.27,0.20173300000000002
1811,2021-12-01,278.802,1.497,4684.5,60.43005,11.22,0.20196000000000003
